Ref ID,Genus,Species,Sex,Sex Confidence ,Age (years),Age Confidence ,Social with other parrots? ,Social with conspecifics?,"""mimicry"" sounds count","""phrase"" count","""word"" count",Improvisation/ word reorganization,Contextual use of mimicry,,,,,,,,,,,,,,,,,,,,
165,Pyrrhura,rupicola,Female,High,7,High,Yes,No,2,4,11,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
383,Pyrrhura,rupicola,Male,Low,10,Low,Yes,Yes,3,10,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
355,Pyrrhura,rupicola,Unknown,,7,High,Yes,No,1,0,2,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
219,Thectocercus,acuticaudatus,Male,Low,,Low,Yes,Yes,0,14,33,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
526,Thectocercus,acuticaudatus,Male,High,14,High,Yes,No,2,3,52,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
216,Thectocercus,acuticaudatus,Female,High,1,High,No,,2,6,16,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
376,Thectocercus,acuticaudatus,Male,High,1,High,No,,3,20,25,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
134,Thectocercus,acuticaudatus,Male,High,21,High,No,,0,1,3,Never,Frequently,,,,,,,,,,,,,,,,,,,,
599,Thectocercus,acuticaudatus,Male,Medium,23,High,Yes,No,1,1,4,Never,Frequently,,,,,,,,,,,,,,,,,,,,
256,Thectocercus,acuticaudatus,Female,High,5,High,Yes,Yes,5,15,45,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
835,Thectocercus ,acuticaudatus,Male,High,1,High,Yes,No,3,1,4,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
838,Thectocercus ,acuticaudatus,Male,High,26,High,No,,8,9,40,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
790,Touit,dilectissimus,Female,Low,38,High,No,No,0,6,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
365,Trichoglossus,chorolepidotus,Male,Low,5,Medium,Yes,No,12,2,15,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
123,Trichoglossus,moluccanus,Unknown,High,16,High,No,,4,7,6,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
232,Trichoglossus,moluccanus,Unknown,,4,High,Yes,Yes,10,5,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
480,Trichoglossus,moluccanus,Unknown,,8,Medium,Yes,Yes,3,5,20,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
563,Trichoglossus,moluccanus,Male,High,10,High,Yes,Yes,4,7,12,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
770,Trichoglossus,moluccanus,Female,Low,4,High,No,No,15,10,40,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
578,Trichoglossus,moluccanus,Unknown,,5,High,No,No,6,5,14,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
489,,,Male,Low,12,Medium,Yes,No,6,13,16,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
580,,,Female,High,9,Medium,No,No,10,6,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
248,,,Male,Medium,6,High,No,,1,15,30,Never,Frequently,,,,,,,,,,,,,,,,,,,,
810,,,Male,Medium,,,No,,0,5,20,Never,Frequently,,,,,,,,,,,,,,,,,,,,
708,,,Male,High,11,High,No,No,3,2,8,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
174,,,Female,High,4,High,Yes,No,12,3,11,Frequently,Never,,,,,,,,,,,,,,,,,,,,
61,,,Unknown,,,,No,,1,10,32,Never,Never,,,,,,,,,,,,,,,,,,,,
347,,,Female,High,,,Yes,No,2,1,2,Never,Never,,,,,,,,,,,,,,,,,,,,
193,,,Male,Low,1,High,Yes,No,7,7,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
564,,,Unknown,Low,18,High,No,No,11,5,8,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
